TRIP_DURATION,DISTANCE_TRAVELED,NUM_OF_PASSENGERS,FARE,TIP,MISCELLANEOUS_FEES,TOTAL_FARE,SURGE_APPLIED
719,6,1,98,25,26,149,1
428,2,1,53,0,27,80,1
1934,15,1,229,0,6,235,0
1729,11,1,188,0,2,190,0
604,2,1,64,14,26,104,1
486,3,1,64,11,30,105,1
317,2,2,41,0,6,47,0
1028,7,1,128,31,26,185,1
332,2,1,49,15,9,73,0
852,3,1,79,15,34,128,1
415,2,1,53,8,6,66,0
180,1,1,30,10,7,47,0
461,3,1,56,0,10,66,0
704,2,1,64,14,6,84,0
514,3,1,60,0,10,70,0
1951,25,1,323,66,6,394,0
457,2,1,49,0,6,55,0
1482,6,1,135,8,10,153,0
1332,6,1,124,27,9,160,0
320,2,1,49,12,9,70,0
1601,8,1,161,0,6,167,0
911,3,1,79,0,6,85,0
345,1,2,45,0,14,59,0
717,2,1,68,15,6,88,0
1260,5,1,113,0,34,147,1
919,6,1,109,0,10,119,0
292,3,1,53,0,14,66,0
939,3,1,83,19,14,115,0
746,2,1,71,0,6,77,0
474,3,1,60,0,10,70,0
821,3,1,75,20,6,101,0
506,2,6,56,0,27,83,1
765,3,5,71,0,14,85,0
2035,8,1,173,0,10,182,0
359,2,1,53,0,10,62,0
248,1,1,38,0,6,44,0
826,4,1,83,0,10,92,0
908,7,1,116,8,9,134,0
467,8,1,116,0,29,145,0
497,3,2,60,16,7,83,0
3411,43,1,705,0,198,903,0
1701,7,1,158,0,27,184,1
532,3,5,64,0,27,90,1
522,3,1,60,0,6,66,0
696,3,1,71,15,6,93,0
329,2,1,49,11,6,66,0
339,2,1,45,22,14,81,0
756,5,1,86,0,10,96,0
2917,13,1,244,51,14,309,0
590,2,1,56,17,26,99,1
298,2,1,49,11,6,66,0
339,2,1,49,0,10,59,0
569,2,1,53,0,6,59,0
725,3,1,71,8,13,92,0
1188,9,1,143,40,59,242,0
496,2,1,56,0,6,62,0
1361,6,1,128,31,26,185,1
916,6,1,105,33,27,165,1
962,3,1,83,12,34,128,1
1441,7,1,143,0,30,173,1
1075,5,1,98,0,6,104,0
416,2,1,49,11,6,66,0
335,1,1,41,16,14,71,0
342,2,1,45,0,6,51,0
517,2,1,60,18,30,108,1
273,1,2,38,38,9,85,0
338,2,1,49,0,6,55,0
221,1,3,38,11,6,55,0
867,10,1,150,0,10,160,0
724,6,1,101,11,6,118,0
896,4,1,94,21,14,129,0
502,2,1,53,0,6,59,0
532,2,1,56,12,6,75,0
600,2,1,64,0,6,70,0
749,2,2,71,0,6,77,0
599,3,1,68,20,14,101,0
425,2,1,49,16,6,71,0
619,3,1,60,0,14,74,0
561,4,1,71,20,26,117,1
588,3,1,64,0,6,70,0
274,2,2,45,11,10,66,0
1073,4,1,101,0,27,128,1
1124,3,1,98,25,26,149,1
2283,9,1,191,0,27,218,1
708,6,1,101,40,59,200,0
450,2,3,49,0,6,55,0
1388,8,1,139,30,14,183,0
778,4,1,83,0,6,89,0
231,1,6,38,0,10,47,0
791,8,1,124,19,26,169,1
424,1,1,45,10,6,61,0
623,2,2,60,15,14,89,0
984,5,1,101,26,26,153,1
622,3,4,68,15,10,93,0
451,2,1,56,0,6,62,0
793,3,1,150,0,2,152,0
816,4,1,83,18,6,106,0
187,1,1,30,0,6,36,0
157,1,1,30,0,6,36,0
223,1,2,34,13,10,57,0
615,2,1,60,13,6,79,0
872,5,1,90,0,6,96,0
1027,6,1,113,24,6,142,0
1150,4,1,101,26,26,153,1
1380,7,1,139,15,34,188,1
618,3,1,75,21,30,126,1
1378,5,1,109,0,6,115,0
724,2,1,68,24,26,118,1
1023,14,1,199,42,9,250,0
436,2,1,53,12,10,75,0
758,6,1,94,15,6,115,0
728,1,1,64,0,14,77,0
1358,17,2,233,58,59,350,0
1757,13,1,195,44,27,266,1
2700,16,1,274,38,26,338,1
1371,5,1,120,29,27,176,1
1114,5,1,113,30,6,148,0
1318,25,1,323,0,6,329,0
563,2,1,56,19,6,81,0
790,3,1,71,0,6,77,0
730,2,1,68,16,14,97,0
267,1,1,38,9,6,52,0
2611,20,1,296,0,27,323,1
1362,8,2,450,68,22,540,1
277,2,1,45,16,10,71,0
760,2,1,68,16,14,97,0
1323,8,2,143,0,6,149,0
313,1,1,38,9,10,57,0
975,5,1,105,0,27,132,1
901,3,1,83,11,27,120,1
716,4,1,83,56,10,149,0
727,6,1,105,15,30,150,1
962,2,1,79,28,13,120,0
308,2,1,45,0,10,55,0
934,4,1,98,31,27,155,1
535,3,1,60,0,6,66,0
824,3,1,79,17,6,102,0
484,2,1,49,15,27,90,1
129,1,1,26,0,14,40,0
461,1,1,49,11,6,66,0
661,5,6,83,22,26,131,1
576,3,1,64,14,6,84,0
2321,35,1,450,0,55,505,0
826,4,1,86,28,27,141,1
943,4,1,94,26,10,129,0
730,8,1,120,29,27,176,1
298,2,1,41,13,10,64,0
1018,3,1,90,11,6,107,0
644,4,1,75,0,6,81,0
703,2,1,64,0,6,70,0
538,2,1,56,19,6,81,0
1210,5,6,109,27,27,162,1
1129,3,1,94,0,14,107,0
202,1,1,34,8,6,48,0
302,1,1,41,0,10,51,0
862,3,1,86,0,27,113,1
109,1,1,34,0,6,40,0
818,3,1,79,25,6,110,0
418,2,1,53,0,6,59,0
952,4,1,86,18,6,111,0
856,3,1,79,17,6,102,0
880,3,1,86,29,10,125,0
391,2,2,49,12,9,70,0
2383,31,2,563,0,2,565,0
1076,4,2,94,25,6,125,0
192,1,1,34,9,14,57,0
213,1,1,34,8,6,48,0
1193,6,1,124,0,30,154,1
482,2,1,53,12,10,75,0
691,6,1,101,15,14,130,0
691,2,1,64,23,26,113,1
555,2,1,56,12,6,75,0
403,2,4,49,12,14,75,0
833,4,1,83,0,14,96,0
759,4,1,79,0,6,85,0
543,3,1,64,15,9,88,0
126,1,1,26,0,14,40,0
1867,5,1,143,42,27,211,1
912,4,1,94,26,34,153,1
1259,6,1,116,0,6,122,0
329,2,1,41,15,10,66,0
498,2,1,56,0,14,70,0
1447,14,1,203,22,27,252,1
1170,4,1,101,23,13,138,0
402,2,6,49,0,6,55,0
845,5,1,90,23,27,140,1
558,3,1,64,14,6,84,0
872,3,1,83,0,14,96,0
621,3,1,68,8,13,89,0
707,3,1,79,0,10,89,0
190,1,1,34,0,10,44,0
506,3,1,68,0,6,74,0
1200,6,1,124,22,27,173,1
494,2,1,56,17,26,99,1
969,8,1,131,13,6,150,0
3220,19,1,330,0,10,340,0
762,5,1,90,0,6,96,0
673,3,5,68,0,10,77,0
1174,12,1,184,19,26,229,1
694,3,1,75,22,34,131,1
1171,5,1,113,29,34,176,1
933,5,2,101,26,26,153,1
470,2,1,53,0,6,59,0
1688,6,1,143,42,27,211,1
1349,5,1,116,36,26,179,1
1582,18,1,248,69,28,345,0
522,3,1,64,8,26,98,1
888,4,1,86,28,27,141,1
520,3,1,60,0,6,66,0
459,2,1,56,30,30,117,1
1434,8,1,135,32,27,194,1
979,4,1,90,0,6,96,0
1247,6,1,120,44,27,191,1
292,1,1,38,9,6,52,0
897,6,1,101,15,30,147,1
562,2,1,56,0,6,62,0
519,2,1,56,0,6,62,0
266,2,1,41,18,30,90,1
1635,18,1,255,0,6,261,0
389,2,1,49,0,6,55,0
651,2,1,60,0,6,66,0
425,2,1,56,41,27,124,1
477,2,1,53,20,13,86,0
970,5,1,98,26,34,158,1
977,5,1,113,0,6,119,0
1278,11,1,165,38,27,230,1
735,7,1,113,0,6,119,0
277,2,6,45,0,10,55,0
1008,5,1,101,27,34,162,1
480,2,1,53,16,14,83,0
1294,10,1,158,0,10,167,0
1242,8,5,139,41,30,210,1
822,4,1,83,27,27,136,1
392,1,1,45,22,10,77,0
332,2,1,45,0,34,79,1
618,5,2,86,0,10,96,0
493,2,1,53,12,6,70,0
1103,15,1,206,0,10,216,0
323,1,1,41,14,6,61,0
839,5,1,94,20,6,120,0
1562,8,2,146,44,31,221,1
2001,30,1,390,67,55,512,0
415,1,1,45,0,6,51,0
1809,7,1,180,0,6,186,0
1039,6,1,116,8,6,130,0
995,5,1,98,25,26,149,1
685,3,1,68,0,14,81,0
525,2,1,53,0,14,66,0
1234,4,1,109,34,26,169,1
345,2,1,49,12,9,70,0
585,2,1,60,13,6,79,0
913,5,1,94,21,9,124,0
331,2,1,53,0,30,83,1
588,6,1,94,32,9,135,0
444,1,1,49,0,6,55,0
232,2,1,41,14,6,61,0
643,2,1,64,17,6,87,0
829,2,1,71,15,6,93,0
950,4,1,94,0,14,107,0
875,2,1,79,18,14,111,0
1358,5,1,116,29,26,171,1
1192,12,3,184,63,27,273,1
1613,10,1,169,22,27,218,1
1211,5,1,116,0,27,143,1
1251,5,1,113,24,6,142,0
835,3,1,71,0,6,77,0
1024,13,2,188,0,10,197,0
178,3,1,53,0,30,83,1
957,4,1,90,0,6,96,0
715,4,1,83,0,30,113,1
661,4,1,75,0,34,109,1
2925,23,1,360,0,55,415,0
389,2,2,49,0,27,75,1
622,2,1,64,15,14,93,0
1562,7,1,139,41,27,207,1
798,4,1,83,8,6,96,0
435,2,1,53,16,9,78,0
865,5,1,94,0,6,100,0
3821,28,1,446,0,63,509,0
885,4,1,90,21,13,124,0
608,5,2,86,0,6,92,0
2724,7,1,203,46,26,275,1
742,4,1,83,22,26,131,1
538,2,1,60,9,6,75,0
355,2,1,49,0,14,62,0
1741,6,1,150,0,6,156,0
822,4,1,83,8,6,96,0
2404,11,6,214,44,6,264,0
5718,17,1,431,0,6,437,0
662,3,1,68,11,6,85,0
515,2,1,53,0,6,59,0
981,5,1,101,21,6,129,0
838,2,1,75,0,6,81,0
336,2,1,45,15,6,66,0
349,1,6,41,0,6,47,0
716,2,3,68,0,6,74,0
777,3,1,75,11,6,92,0
507,4,1,75,0,6,81,0
2105,23,1,326,0,6,332,0
557,3,1,64,22,10,96,0
1023,9,1,135,0,10,145,0
308,1,2,38,0,6,44,0
931,4,1,75,0,2,77,0
1379,6,1,124,8,26,158,1
6,1,1,225,0,2,227,0
911,4,1,83,22,26,131,1
700,9,1,150,15,2,167,0
457,3,1,60,9,6,75,0
539,2,1,60,13,6,79,0
1779,6,1,154,0,27,180,1
626,2,1,64,14,6,84,0
518,2,2,56,0,14,70,0
849,5,1,113,0,2,115,0
788,3,4,75,0,27,102,1
1146,1,2,90,0,6,96,0
375,2,1,45,13,6,64,0
419,1,1,49,11,6,66,0
424,1,1,45,15,6,66,0
641,3,6,60,0,14,74,0
1915,14,1,229,0,27,255,1
659,3,1,71,0,6,77,0
534,3,1,64,15,34,113,1
1016,3,1,113,23,2,138,0
1346,7,1,128,19,13,160,0
3920,31,1,390,89,55,534,0
2603,17,1,225,0,2,227,0
2628,14,1,255,56,27,338,1
974,9,1,139,8,9,156,0
403,1,1,38,11,6,54,0
265,1,3,38,0,6,44,0
1060,3,2,113,23,2,138,0
500,2,1,49,0,6,55,0
875,4,1,86,23,6,115,0
2320,17,2,251,77,6,334,0
846,5,1,90,15,27,132,1
861,4,1,83,14,10,106,0
258,2,1,41,0,27,68,1
429,2,1,56,22,30,108,1
510,3,1,64,18,27,108,1
231,1,6,34,0,6,40,0
694,5,1,94,0,6,100,0
1517,14,1,206,38,6,250,0
2243,8,1,184,22,7,212,0
528,4,1,71,0,6,77,0
1013,5,2,109,0,27,135,1
2111,7,1,173,18,6,196,0
1644,11,1,188,0,6,194,0
386,1,2,45,0,14,59,0
2317,5,1,180,0,6,186,0
1757,13,1,206,65,55,327,0
255,1,1,38,15,10,62,0
712,3,1,71,15,6,93,0
454,3,4,60,18,30,108,1
354,2,1,45,0,6,51,0
588,4,6,71,20,31,122,1
732,10,1,139,29,6,174,0
1023,4,1,94,0,6,100,0
688,3,1,71,15,6,93,0
439,2,1,49,0,6,55,0
1902,7,1,158,15,27,199,1
569,3,1,64,0,6,70,0
520,2,1,56,13,10,79,0
776,4,2,79,21,27,126,1
503,3,1,56,0,10,66,0
682,3,1,75,16,26,117,1
4504,36,1,503,0,14,516,0
524,1,1,53,0,10,62,0
653,4,1,79,15,34,128,1
186,1,1,34,11,10,54,0
1789,22,1,304,67,30,401,1
451,2,1,56,5,6,68,0
490,2,3,53,0,6,59,0
618,3,6,64,0,14,77,0
933,9,1,143,42,27,211,1
728,4,1,75,16,6,97,0
714,3,1,71,38,13,122,0
2540,17,1,266,59,26,351,1
508,3,1,60,14,10,84,0
319,2,1,41,14,26,81,1
254,2,1,38,0,6,44,0
349,1,1,41,10,10,61,0
751,2,1,68,0,14,81,0
603,2,1,60,13,6,79,0
7945,8,2,192,0,2,194,0
737,4,1,79,17,6,102,0
277,2,1,41,15,34,90,1
685,3,1,75,0,6,81,0
643,3,3,188,38,2,228,0
670,4,1,75,0,14,89,0
1649,9,1,176,53,34,263,1
740,3,1,75,0,6,81,0
670,5,1,86,0,14,100,0
2724,3,1,195,40,6,241,0
322,2,1,45,0,10,55,0
1242,6,1,120,0,6,126,0
348,1,3,45,0,14,59,0
461,2,1,53,0,14,66,0
844,5,2,94,0,34,128,1
436,1,1,45,13,6,64,0
652,3,1,64,8,13,85,0
893,11,2,154,0,14,167,0
476,3,2,56,12,6,75,0
1098,9,1,143,0,6,149,0
1194,6,1,120,0,6,126,0
507,5,2,79,0,10,89,0
626,4,1,79,18,9,106,0
1093,4,1,101,0,6,107,0
609,4,3,75,7,13,95,0
650,4,5,71,25,14,110,0
1035,2,2,90,19,6,115,0
1736,4,1,131,15,6,152,0
840,3,1,83,0,27,109,1
545,2,1,56,0,6,62,0
593,3,1,64,0,6,70,0
3777,9,2,266,0,10,276,0
433,2,4,49,0,14,62,0
244,2,1,41,0,27,68,1
641,3,1,68,0,6,74,0
1146,9,1,143,42,27,211,1
822,6,1,98,25,26,149,1
1358,9,6,158,0,27,184,1
1161,6,1,116,29,26,171,1
1400,6,1,120,26,10,156,0
1516,6,1,131,0,27,158,1
244,1,2,34,0,14,47,0
2107,12,1,218,150,55,423,0
460,2,1,53,15,10,78,0
775,4,1,83,17,35,134,1
664,6,1,101,22,10,134,0
343,1,1,45,8,6,59,0
520,2,1,53,12,6,70,0
2505,11,1,229,52,30,311,1
779,4,1,86,19,10,115,0
255,1,1,38,0,10,47,0
756,7,2,113,0,14,126,0
492,6,1,94,20,6,120,0
1556,13,1,199,0,30,229,1
459,2,5,56,0,10,66,0
1215,10,1,154,37,30,221,1
406,3,1,53,0,10,62,0
1062,9,1,143,22,27,192,1
1396,9,1,146,36,34,216,1
592,7,1,101,33,10,144,0
865,3,1,75,0,14,89,0
883,4,1,98,0,6,104,0
611,5,1,79,5,31,115,1
1007,3,1,94,0,14,107,0
1593,8,1,131,0,10,141,0
295,2,1,41,0,6,47,0
871,3,2,86,11,6,104,0
1042,3,1,90,38,6,134,0
452,2,1,49,0,6,55,0
610,3,1,68,15,27,109,1
540,3,1,68,19,26,113,1
464,2,2,53,0,10,62,0
557,2,1,60,0,27,87,1
153,1,1,30,7,6,43,0
891,3,1,83,27,6,115,0
511,2,1,60,0,27,87,1
792,2,1,75,18,13,106,0
1785,3,1,135,40,27,202,1
916,5,1,94,0,6,100,0
950,5,1,98,25,26,149,1
754,4,6,83,98,13,194,0
1106,9,2,139,33,27,198,1
1038,6,1,109,34,26,169,1
3313,17,1,330,0,14,344,0
1222,6,1,116,0,14,130,0
874,2,2,75,0,6,81,0
966,7,1,120,29,27,176,1
1056,3,1,94,22,27,143,1
1050,5,3,105,0,6,111,0
457,2,1,56,18,34,108,1
1013,6,1,116,15,14,145,0
323,2,1,45,8,26,79,1
869,3,1,79,22,10,111,0
273,2,1,41,8,9,59,0
1117,4,1,105,0,14,119,0
637,3,1,68,15,6,88,0
636,4,1,75,20,27,122,1
1122,17,1,338,85,2,425,0
989,4,1,90,0,2,92,0
918,3,1,86,34,27,147,1
284,2,1,41,9,6,57,0
1552,6,1,131,32,26,189,1
927,3,2,86,20,13,120,0
768,4,1,83,23,30,135,1
425,2,1,49,8,6,63,0
814,4,1,83,18,6,106,0
710,5,1,86,23,26,135,1
366,1,1,38,0,6,44,0
486,2,2,56,3,6,65,0
82990,2,1,38,8,9,55,0
156,1,1,38,6,6,50,0
1378,5,1,116,22,7,145,0
337,2,1,45,0,6,51,0
1338,8,1,139,43,34,216,1
1354,9,1,150,37,34,221,1
673,2,1,64,23,26,113,1
512,2,1,60,19,34,113,1
1149,5,1,109,8,34,150,1
2306,16,1,259,58,30,347,1
377,1,1,45,11,10,66,0
1465,5,1,131,41,34,207,1
220,1,1,34,0,6,40,0
1277,11,1,161,34,10,205,0
271,1,1,34,11,6,51,0
852,2,2,75,8,6,89,0
291,2,4,41,9,6,57,0
842,3,1,75,20,6,101,0
1009,7,1,116,26,13,156,0
1533,14,2,210,66,55,331,0
254,1,1,38,0,10,47,0
686,4,2,83,23,34,140,1
1882,13,1,210,0,83,293,1
1053,6,1,113,0,6,119,0
474,2,1,56,0,14,70,0
1379,8,1,143,15,6,164,0
399,1,1,45,13,6,64,0
527,3,1,64,17,6,87,0
1285,6,1,120,30,27,177,1
746,3,1,79,1,6,85,0
717,3,1,71,8,10,89,0
1034,5,1,101,20,10,131,0
263,1,1,34,15,27,75,1
439,2,1,53,18,6,76,0
661,3,1,68,15,6,88,0
1816,32,2,495,44,9,548,0
195,1,1,34,6,6,46,0
1303,17,2,375,0,23,398,0
340,2,1,45,10,6,61,0
1330,5,1,113,0,27,139,1
323,2,1,45,0,10,55,0
1372,7,1,139,0,14,152,0
2200,11,1,199,44,34,276,1
501,2,1,60,0,14,74,0
1062,4,1,101,26,26,153,1
889,7,1,109,37,30,176,1
1092,4,1,101,22,10,133,0
834,5,1,94,0,34,128,1
560,2,1,60,13,6,79,0
1094,9,2,146,35,26,207,1
187,2,1,41,0,27,68,1
1669,5,1,131,32,26,189,1
676,11,1,146,22,31,199,1
1054,6,1,113,24,6,142,0
295,2,1,49,0,14,62,0
464,2,1,53,0,10,62,0
626,1,1,56,17,14,87,0
867,5,1,101,0,6,107,0
714,2,1,71,0,6,77,0
1122,5,1,109,0,10,119,0
1283,6,1,124,32,34,189,1
241,1,1,38,10,14,61,0
768,4,6,79,15,30,124,1
1100,5,1,109,27,27,162,1
750,2,2,71,23,6,100,0
356,2,1,49,11,6,66,0
295,2,1,41,8,9,59,0
1032,4,1,94,24,27,144,1
262,3,1,49,15,27,90,1
629,2,1,68,0,6,74,0
247,2,1,41,14,13,68,0
94,1,1,26,0,6,32,0
1527,17,1,240,22,56,318,0
1474,13,1,203,42,6,250,0
2847,20,2,304,68,34,405,1
1668,7,1,150,36,30,216,1
204,1,1,75,0,2,77,0
742,4,1,79,0,10,89,0
1186,4,1,105,0,6,111,0
946,8,1,131,0,6,137,0
426,1,1,45,19,13,77,0
454,3,1,60,14,10,84,0
1945,6,2,143,0,14,156,0
404,2,1,53,17,34,104,1
1054,8,1,135,34,34,203,1
1198,6,1,116,36,26,179,1
514,2,3,56,0,6,62,0
2287,8,1,184,42,27,252,1
779,4,1,83,18,6,106,0
701,11,1,154,237,59,450,0
902,4,1,94,21,9,124,0
595,3,1,64,0,10,74,0
320,1,1,41,7,26,75,1
938,3,1,83,0,14,96,0
432,2,2,53,0,14,66,0
2062,29,1,480,0,51,531,0
2072,15,1,248,0,14,261,0
1482,4,1,120,37,26,183,1
1846,15,1,233,15,27,274,1
1904,13,1,199,63,56,317,0
619,2,1,64,14,6,84,0
861,10,5,139,0,10,149,0
373,2,1,49,0,6,55,0
3542,28,1,390,89,55,534,0
617,2,1,64,0,14,77,0
539,6,1,150,0,6,156,0
1058,8,1,131,47,27,205,1
330,2,1,49,11,6,66,0
760,2,1,64,0,6,70,0
276,2,1,41,0,10,51,0
859,3,1,83,19,14,115,0
376,1,1,45,0,6,51,0
1169,4,1,101,38,27,166,1
2855,8,1,221,0,6,227,0
2680,9,1,225,0,10,235,0
506,4,1,71,22,27,120,1
333,2,1,45,14,27,86,1
519,6,1,94,20,6,120,0
625,2,1,68,4,6,77,0
147,1,2,30,15,14,59,0
783,8,1,120,26,10,156,0
830,5,1,86,23,31,140,1
408,2,1,49,0,6,55,0
185,1,1,34,0,10,44,0
895,5,1,90,20,10,120,0
949,6,1,113,15,14,141,0
1824,12,1,450,0,23,473,1
946,5,1,94,26,34,153,1
426,2,1,45,0,6,51,0
995,4,1,94,26,34,153,1
724,3,1,71,0,6,77,0
886,4,1,83,11,27,120,1
874,4,1,86,23,26,135,1
1441,7,1,135,0,6,141,0
419,2,2,49,0,14,62,0
1094,8,2,150,0,2,152,0
543,3,1,68,0,30,98,1
672,4,1,113,0,2,115,0
1054,4,1,98,0,6,104,0
740,4,1,79,0,6,85,0
137,1,1,30,12,10,52,0
885,4,1,90,12,34,136,1
2269,23,3,390,79,6,475,0
356,2,1,45,0,14,59,0
443,2,1,53,15,6,73,0
1290,5,1,113,112,7,231,0
776,5,1,90,35,27,152,1
710,5,2,86,18,6,111,0
621,1,1,60,13,6,79,0
1304,5,1,116,26,13,156,0
871,3,1,79,37,6,121,0
814,4,2,79,0,14,92,0
1112,17,2,225,0,10,235,0
727,14,2,180,0,10,190,0
421,1,1,45,10,6,61,0
1631,18,2,244,0,6,250,0
369,1,5,45,12,13,70,0
781,4,1,79,0,6,85,0
1181,4,1,105,8,6,119,0
1305,4,1,116,37,6,159,0
1945,24,1,311,35,6,353,0
859,5,1,86,19,10,115,0
322,2,2,41,0,6,47,0
613,3,1,68,0,6,74,0
271,1,2,38,9,10,57,0
359,1,2,45,10,6,61,0
471,2,2,53,0,6,59,0
2487,16,1,83,0,2,85,0
722,7,1,113,0,30,143,1
713,2,1,68,0,27,94,1
482,2,1,53,0,6,59,0
821,3,1,83,38,13,134,0
538,3,1,64,8,34,105,1
1296,6,1,120,0,27,147,1
489,2,1,53,12,10,75,0
655,3,1,68,13,10,90,0
1762,25,1,319,0,10,329,0
791,5,1,86,24,34,144,1
1094,4,1,101,26,26,153,1
2745,29,1,390,134,55,579,0
492,2,1,56,0,14,70,0
517,2,1,56,0,6,62,0
1015,4,3,98,0,14,111,0
1502,3,6,120,15,27,162,1
658,2,1,64,0,6,70,0
514,4,1,71,0,10,81,0
637,3,1,68,16,14,97,0
1080,5,3,101,15,27,143,1
218,1,1,34,0,6,40,0
769,4,1,83,18,6,106,0
567,2,1,60,0,6,66,0
1148,4,1,101,15,27,143,1
345,2,1,53,17,34,104,1
693,2,1,68,0,6,74,0
535,3,1,64,15,9,88,0
4046,13,2,296,0,10,306,0
1104,9,2,150,0,2,152,0
314,1,2,41,0,27,68,1
502,1,1,53,0,6,59,0
359,2,1,49,0,27,75,1
1528,4,1,124,0,14,137,0
319,2,1,49,18,9,76,0
958,12,1,165,44,9,218,0
356,1,1,45,0,14,59,0
1340,6,1,128,39,26,193,1
613,3,1,64,0,6,70,0
507,1,1,49,0,14,62,0
409,2,1,53,0,14,66,0
394,2,1,49,0,6,55,0
667,4,1,86,0,6,92,0
674,2,2,64,17,6,87,0
637,3,1,71,17,13,102,0
476,2,1,56,15,14,85,0
397,3,1,56,0,10,66,0
952,3,1,83,0,6,89,0
592,5,1,75,0,27,102,1
515,2,2,53,18,6,76,0
338,2,1,41,13,10,64,0
416,1,1,49,14,6,68,0
525,3,2,60,0,10,70,0
598,3,1,64,14,6,84,0
366,6,1,230,67,72,369,1
1368,3,1,109,0,6,115,0
3716,26,1,398,0,27,424,1
10284,30,1,791,0,6,797,0
986,9,1,146,15,6,167,0
822,4,1,83,0,27,109,1
606,2,1,56,19,6,81,0
946,4,1,90,0,14,104,0
482,2,1,56,12,27,95,1
1094,9,1,146,0,6,152,0
188,1,1,38,8,6,51,0
1488,8,1,154,38,34,225,1
585,2,1,60,0,6,66,0
556,3,1,113,0,2,115,0
592,2,1,56,16,6,78,0
812,3,1,79,0,6,85,0
1248,4,1,109,0,6,115,0
1009,18,2,229,38,55,321,0
568,2,1,60,15,13,88,0
842,10,1,139,0,30,169,1
1389,5,1,124,32,34,189,1
1171,8,2,128,0,10,137,0
1425,29,1,390,111,55,556,0
1263,11,1,161,0,27,188,1
298,2,1,41,0,27,68,1
1066,4,1,94,24,27,144,1
1031,6,1,105,15,34,154,1
320,2,1,49,24,30,103,1
506,2,1,53,0,14,66,0
542,2,1,56,12,6,75,0
333,1,1,41,11,13,66,0
535,3,1,60,0,10,70,0
774,3,1,79,0,6,85,0
295,2,1,45,0,6,51,0
1816,4,1,139,16,27,182,1
366,1,1,45,0,6,51,0
1745,10,1,188,54,26,268,1
787,7,1,113,0,6,119,0
250,1,1,34,0,6,40,0
307,1,1,38,9,6,53,0
1032,6,1,113,30,27,169,1
184,1,1,34,10,6,50,0
1729,13,1,206,0,6,212,0
400,2,1,49,0,10,59,0
466,2,2,53,12,6,70,0
691,4,1,79,11,30,120,1
770,5,5,94,21,14,129,0
85957,11,2,203,0,6,209,0
847,3,1,75,0,27,102,1
1267,4,1,109,41,26,176,1
3504,10,1,225,0,14,239,0
854,2,2,75,0,6,81,0
624,3,1,71,0,6,77,0
382,3,1,53,12,10,75,0
242,1,1,38,9,10,57,0
1190,8,1,131,22,35,188,1
1144,4,2,105,0,6,111,0
1858,11,1,199,45,27,270,1
495,4,1,68,8,9,85,0
961,4,1,94,24,27,144,1
1239,4,1,105,24,13,142,0
505,2,1,53,18,6,76,0
478,2,2,56,0,6,62,0
482,3,1,60,0,10,70,0
1605,7,1,143,0,6,149,0
2045,14,2,218,75,35,327,1
1406,5,1,124,30,27,180,1
2822,10,1,240,55,34,329,1
339,2,1,45,24,34,103,1
680,3,1,68,0,6,74,0
357,2,1,49,0,6,55,0
942,3,1,75,20,6,101,0
968,5,1,101,39,31,171,1
766,8,1,116,28,7,151,0
261,2,1,41,13,10,64,0
528,3,6,56,0,10,66,0
707,4,1,75,0,6,81,0
208,1,1,34,0,6,40,0
458,3,1,75,0,2,77,0
809,3,3,83,22,27,132,1
535,1,1,53,12,6,70,0
920,4,1,86,0,14,100,0
795,3,5,79,0,10,89,0
1711,11,1,184,8,26,218,1
678,5,1,86,23,26,135,1
775,3,5,75,0,6,81,0
198,2,1,38,9,10,57,0
1268,5,1,124,27,14,165,0
479,3,1,64,0,6,70,0
675,3,1,64,17,6,87,0
1494,5,1,128,27,6,160,0
605,3,1,68,16,14,97,0
2762,33,1,574,44,90,708,0
696,3,1,79,20,6,105,0
1815,5,1,143,45,6,193,0
1131,14,1,188,49,55,291,0
533,3,2,64,14,6,84,0
1903,16,1,244,54,27,324,1
1119,5,1,105,15,27,147,1
435,2,1,49,15,6,70,0
978,5,1,105,0,27,132,1
516,2,1,60,10,6,76,0
588,2,1,60,0,6,66,0
907,7,1,113,38,9,160,0
1786,13,1,195,11,27,233,1
677,3,1,75,8,26,109,1
1003,7,1,116,8,6,130,0
1202,4,1,105,24,13,142,0
644,3,1,71,12,6,89,0
1418,14,1,199,0,6,205,0
286,2,1,45,0,10,55,0
82384,1,1,41,8,14,63,0
1688,2,1,131,0,6,137,0
1483,5,1,124,23,26,173,1
1408,7,1,135,0,30,165,1
1137,5,1,109,29,6,143,0
998,3,1,90,0,6,96,0
661,13,1,173,46,55,273,0
1289,3,1,105,0,14,119,0
871,3,1,86,17,6,109,0
1122,12,1,169,49,26,244,1
1013,5,1,105,16,35,156,1
4354,15,1,341,70,10,421,0
668,2,1,64,9,6,79,0
1641,1,1,113,0,14,126,0
496,3,1,64,15,14,93,0
822,3,2,75,15,14,104,0
324,1,1,41,13,10,64,0
508,2,1,56,14,13,84,0
426,2,1,49,0,6,55,0
754,3,1,71,0,27,98,1
353,2,1,45,10,6,61,0
365,2,1,45,20,34,99,1
2103,23,1,311,63,6,381,0
1179,5,1,109,29,34,171,1
1407,6,3,128,0,6,134,0
549,2,1,56,0,6,62,0
850,2,2,71,0,6,77,0
1561,4,1,124,0,6,130,0
439,2,1,53,8,6,66,0
